収録順,上位銘柄コード,商品コード,銘柄名,色名,MS番号,L,a,b,光沢感,主観の色分類
7,,44719,ビルカラー,山吹,E-4,81.06,15.03,64.32,None,黄色
8,,333658,ビルカラー,しんく,E-4,43.69,42.34,15.47,None,赤
9,,44529,ビルカラー,あい,E-4,36.92,-2.89,-14.32,None,青
10,3020200,26328,ハイチェック,白,E-4,94.62,0.8,15.14,None,ナチュラル
11,3023200,299198,レザック96オリヒメ,コットン,E-4,94.81,-0.14,8.33,None,白
12,3023200,299271,レザック96オリヒメ,ミルク,E-4,88.61,1.36,11.35,None,グレー
13,,299206,レザック96オリヒメ,シルバー,E-4,80.57,0.28,7.33,None,グレー
14,3023200,299180,レザック96オリヒメ,グレー,E-4,61.21,0.82,11.2,None,グレー
15,3023200,299255,レザック96オリヒメ,ブラック,E-4,31.5,-1.84,1.45,None,黒
16,,299297,レザック96オリヒメ,リネン,E-4,79.2,2.53,16.2,None,茶
17,3023200,299172,レザック96オリヒメ,キャメル,E-4,68.67,6.78,21.11,None,茶
18,,299248,レザック96オリヒメ,ピンク,E-4,72.37,9.54,7.88,None,ピンク
19,,299305,レザック96オリヒメ,ローズ,E-4,42.47,40.86,9.7,None,赤
20,,299222,レザック96オリヒメ,デニム,E-4,59.46,-7.93,-7.8,None,青
21,,299230,レザック96オリヒメ,ハーブ,E-4,53.85,-11.85,6.74,None,緑
1,3023400,465955,TS-1,N-7,E-5,94.77,-0.42,12.36,None,ナチュラル
2,3023400,465963,TS-1,N-8,E-5,97.48,0.38,0.44,None,白
3,3023400,465971,TS-1,N-9,E-5,98.73,2.14,-8.28,None,高白色
4,3023400,466094,TS-1,Y-6,E-5,94.89,-0.44,17.47,None,ナチュラル
5,3023400,466078,TS-1,R-5,E-5,84.09,1.73,13.06,None,茶
6,3023400,465948,TS-1,N-1,E-5,26.78,-0.91,-0.05,None,黒
7,3023400,466086,TS-1,S-3,E-5,45.25,-0.02,2.64,None,グレー
8,3023400,465989,TS-1,N-13,E-5,82.6,7.74,19.7,None,オレンジ
9,3023400,466037,TS-1,P-50,E-5,89.47,9.59,10.24,None,ピンク
10,3023400,466052,TS-1,P-58,E-5,93.67,-0.67,24.16,None,黄色
11,3023400,466060,TS-1,P-67,E-5,87.66,-14.52,3.44,None,青
12,3023400,465997,TS-1,N-52,E-5,41.71,44.06,17.76,None,赤
13,3023400,540500,TS-1,N-53,E-5,48.34,50.87,29.53,None,赤
14,3023400,466003,TS-1,N-57,E-5,72.71,24.13,64.93,None,オレンジ
15,3023400,465914,TS-1,H-70,E-5,33.54,-3.58,-16.37,None,青
16,3023400,540518,TS-1,H-64,E-5,44.05,-15.47,13.01,None,緑
17,3023800,466359,TS-3,N-7,E-5,94.38,-0.75,13.24,None,ナチュラル
18,3023800,466367,TS-3,N-8,E-5,97.82,0.42,-1.11,None,高白色
19,3023800,466375,TS-3,N-9,E-5,98.78,2.15,-8.56,None,高白色
20,3023800,466490,TS-3,Y-6,E-5,94.7,-0.56,18.1,None,ナチュラル
21,3023800,466474,TS-3,R-5,E-5,82.28,2.92,12.53,None,茶
22,3023800,466342,TS-3,N-1,E-5,26.61,-0.89,-0.11,None,黒
23,3023800,466482,TS-3,S-3,E-5,45.73,0.2,2.77,None,グレー
24,3023800,466383,TS-3,N-13,E-5,82.46,8,19.64,None,オレンジ
25,3023800,466433,TS-3,P-50,E-5,89.85,8.47,9.77,None,ピンク
26,3023800,466458,TS-3,P-58,E-5,93.77,-0.95,24.19,None,黄色
27,3023800,466466,TS-3,P-67,E-5,86.06,-15.22,4.56,None,緑
28,3023800,466391,TS-3,N-52,E-5,42.21,45.4,18.13,None,赤
29,3023800,540526,TS-3,N-53,E-5,47.72,49.7,29.11,None,赤
30,3023800,466409,TS-3,N-57,E-5,73,26.51,67.22,None,オレンジ
31,3023800,466318,TS-3,H-70,E-5,33.4,-2.55,-16.7,None,青
32,3023800,540534,TS-3,H-64,E-5,46,-15.13,13.49,None,緑
33,3023300,527325,TS-5,N-8,E-5,97.46,0.43,-0.02,None,白
34,3023300,527333,TS-5,N-9,E-5,98.92,2.04,-8.95,None,高白色
35,3023300,527309,TS-5,N-1,E-5,28.58,-1.49,0.75,None,黒
36,3023300,528240,TS-5,S-3,E-5,46.55,0.97,2.56,None,グレー
37,3024300,527424,TS-6,N-8,E-5,97.77,0.64,-1.11,None,高白色
38,,527432,TS-6,N-9,E-5,98.82,2.03,-8.56,None,高白色
39,3024300,527408,TS-6,N-1,E-5,27.32,-1.09,-0.02,None,黒
40,3024300,528364,TS-6,S-3,E-5,46.14,0.38,2.12,None,グレー
41,3024400,527549,TS-7,N-8,E-5,97.77,0.48,-0.95,None,高白色
42,3024400,527556,TS-7,N-9,E-5,98.63,2.13,-8.3,None,高白色
43,3024400,527523,TS-7,N-1,E-5,27.77,-1.34,0.47,None,黒
44,3024400,528489,TS-7,S-3,E-5,46.47,0.52,2.37,None,グレー
45,,527515,TS-7,H-70,E-5,33.75,-2.6,-16.77,None,青
46,3026200,570713,TS-8,N-8,E-5,97.18,0.06,3.27,None,白
47,3026200,570705,TS-8,N-9,E-5,98.59,2.13,-7.81,None,高白色
48,3026200,570754,TS-8,N-1,E-5,27.9,-1.42,0.02,None,黒
49,3026200,571216,TS-8,S-3,E-5,46.2,1.05,2.34,None,グレー
50,3026300,570838,TS-9,N-8,E-5,97.56,0.38,0.75,None,白
51,3026300,570820,TS-9,N-9,E-5,98.49,1.85,-6.59,None,高白色
52,3026300,570879,TS-9,N-1,E-5,27.21,-1.29,0.05,None,黒
53,3026300,570978,TS-9,S-3,E-5,44.48,0.72,1.87,None,グレー
54,3026400,571059,TS-10,N-8,E-5,97.39,-0.31,3.2,None,白
55,3026400,571042,TS-10,N-9,E-5,98.34,1.67,-5.72,None,高白色
56,3026400,571091,TS-10,N-1,E-5,26.99,-1.01,-0.23,None,黒
57,3026400,571315,TS-10,S-3,E-5,43.25,1.44,2.31,None,グレー
58,3027000,613406,TSギフト-1,ホワイト,E-5,94.98,0.52,10.25,None,ナチュラル
59,3027000,613414,TSギフト-1,カシミヤ,E-5,84.09,3.07,12.62,None,茶
60,3027000,613422,TSギフト-1,ウォームグレー,E-5,69.69,1.51,5.72,None,グレー
61,3027000,613513,TSギフト-1,ブラック,E-5,26.96,-0.23,0.38,None,黒
62,3027000,613430,TSギフト-1,ライトロゼ,E-5,82.14,17.52,10.79,None,ピンク
63,3027000,613448,TSギフト-1,ソーダミント,E-5,74.29,-12.21,-0.06,None,青
64,3027000,613489,TSギフト-1,リモーネ,E-5,76.46,-1.56,71.96,None,黄色
65,3027000,613463,TSギフト-1,ローアンバー,E-5,51.27,7.79,32.08,None,茶
66,3027000,613455,TSギフト-1,テラコッタ,E-5,49.59,20.28,20.9,None,茶
67,3027000,613471,TSギフト-1,ルビーレッド,E-5,41.07,36.02,21.33,None,赤
68,3027000,613505,TSギフト-1,チョコレート,E-5,32.97,9.5,10.19,None,茶
69,3027000,613497,TSギフト-1,インクブルー,E-5,30.89,5.33,-16.86,None,紫
70,,613646,TSギフト-7,ホワイト,E-5,94.66,0.42,9.96,None,ナチュラル
71,,613653,TSギフト-7,カシミヤ,E-5,84.11,3.12,12.25,None,茶
72,,613661,TSギフト-7,ウォームグレー,E-5,69.21,1.93,5.76,None,グレー
73,,613752,TSギフト-7,ブラック,E-5,27.5,-0.19,0.74,None,黒
74,,613679,TSギフト-7,ライトロゼ,E-5,82.27,17.05,10.33,None,ピンク
75,,613687,TSギフト-7,ソーダミント,E-5,74.35,-12.31,0.11,None,青
76,,613729,TSギフト-7,リモーネ,E-5,77.27,-1.85,72.63,None,黄色
77,,613703,TSギフト-7,ローアンバー,E-5,52.28,7.89,32.92,None,茶
78,,613695,TSギフト-7,テラコッタ,E-5,50,20.07,21.28,None,茶
79,,613711,TSギフト-7,ルビーレッド,E-5,41.12,36.05,21.34,None,赤
80,,613745,TSギフト-7,チョコレート,E-5,32.47,9.66,10.35,None,茶
81,,613737,TSギフト-7,インクブルー,E-5,31.02,5.77,-17.16,None,紫
1,,665059,サガンGA-FS,プラチナホワイト,F-1,98.02,2.22,-10.81,None,高白色
2,3209600,612382,サガンGA,スノーホワイト,F-1,93.91,2.48,-6.42,None,高白色
3,3209600,612390,サガンGA,ホワイト,F-1,92.08,0.82,12.21,None,ナチュラル
4,3209600,612648,サガンGA,スモークホワイト,F-1,86.75,1.65,9.77,None,茶
5,3209600,612853,サガンGA,ライトグレー,F-1,75.99,3.38,2.07,None,グレー
6,3209600,612820,サガンGA,ミディアムグレー,F-1,62.85,0.78,-1.16,None,グレー
7,3209600,612697,サガンGA,ダークグレー,F-1,44.51,0.24,-1.69,None,グレー
8,3209600,612416,サガンGA,黒,F-1,25.06,-0.22,0.38,None,黒
9,3209600,612473,サガンGA,うす鼠,F-1,80.18,4.44,6.85,None,グレー
10,3209600,612762,サガンGA,ベージュ,F-1,82.58,4.69,12.16,None,茶
11,3209600,612523,サガンGA,キャメル,F-1,68.87,10.79,13.86,None,茶
12,3209600,612408,サガンGA,ナチュラル,F-1,90.37,0.68,17.41,None,ナチュラル
13,3209600,612689,サガンGA,象牙,F-1,87.16,5.49,26.86,None,オレンジ
14,3209600,612580,サガンGA,桜,F-1,87.29,11.97,13.6,None,ピンク
15,3209600,612705,サガンGA,ばら,F-1,81.5,19.25,6.72,None,ピンク
16,3209600,612481,サガンGA,エアリーピンク,F-1,80.77,12.37,-2.56,None,ピンク
17,3209600,612598,サガンGA,サックスブルー,F-1,85.81,-2.25,-8.14,None,青
18,3209600,612747,サガンGA,藤,F-1,66.02,3.61,-17.27,None,紫
19,3209600,612671,サガンGA,空,F-1,69.54,-6.9,-14.02,None,青
20,3209600,612465,サガンGA,あさぎ,F-1,75.65,-17.18,-0.41,None,青
21,3209600,612812,サガンGA,みずあさぎ,F-1,80.3,-11.26,15.16,None,緑
22,3209600,612739,サガンGA,ひわ,F-1,79.54,-3.42,34.67,None,緑
23,3209600,612614,サガンGA,シトロン,F-1,86.61,-11.47,63.5,None,緑
24,3209600,612507,サガンGA,黄色,F-1,88.99,-1.63,79.31,None,黄色
25,3209600,612721,サガンGA,ひまわり,F-1,80.31,16.09,78.09,None,黄色
26,3209600,612846,サガンGA,山吹,F-1,69.58,26.07,62.77,None,オレンジ
27,3209600,612499,サガンGA,オレンジ,F-1,64.62,42.14,51.6,None,オレンジ
28,3209600,612804,サガンGA,マンダリン,F-1,52.46,46.66,35.76,None,オレンジ
29,3209600,612457,サガンGA,赤,F-1,40.24,48.38,23.17,None,赤
30,3209600,612622,サガンGA,朱,F-1,46.16,42.56,22.15,None,赤
31,3209600,612770,サガンGA,べに,F-1,41.28,42.9,16.62,None,赤
32,3209600,612630,サガンGA,しんく,F-1,36.61,31.56,11.61,None,赤
33,3209600,612788,サガンGA,ベリーピンク,F-1,53.83,45.47,2.67,None,ピンク
34,3209600,612838,サガンGA,紫,F-1,37.43,17.62,-24.3,None,紫
35,3209600,612440,サガンGA,青紫,F-1,46.24,2.46,-24.66,None,紫
36,3209600,612861,サガンGA,ロイヤルブルー,F-1,32.88,7.01,-29.46,None,紫
37,3209600,612432,サガンGA,青,F-1,43.06,-10.51,-32.42,None,青
38,3209600,612606,サガンGA,ジェードグリーン,F-1,61.36,-42.88,0.41,None,緑
39,3209600,612515,サガンGA,黄緑,F-1,75.64,-18.92,58.91,None,緑
40,3209600,612549,サガンGA,苔,F-1,58.81,-9.2,41.2,None,緑
41,3209600,612655,サガンGA,せいじ,F-1,53.66,-7.45,6.42,None,緑
42,3209600,612531,サガンGA,濃緑,F-1,43.63,-17.04,4.03,None,緑
43,3209600,612713,サガンGA,ビスキュイ,F-1,60.27,19.6,46.41,None,茶
44,3209600,612663,サガンGA,セピア,F-1,43.71,4.13,10.71,None,茶
45,3209600,612754,サガンGA,ブラウン,F-1,42.16,12.93,17.94,None,茶
46,3209600,612796,サガンGA,マホガニー,F-1,44,18.12,8.81,None,茶
47,3209600,612424,サガンGA,あい,F-1,32.84,-1.53,-13.34,None,青
48,3209600,612572,サガンGA,極・紫,F-1,27.52,7.09,-11.1,None,紫
49,3209600,612564,サガンGA,極・緑,F-1,27.42,-5.96,8.19,None,緑
50,3209600,612556,サガンGA,極・焦茶,F-1,26.02,4.23,3.99,None,茶
51,,675926,ミニッツGA-FS,プラチナホワイト,F-1,98,2.02,-10.48,None,高白色
52,3109500,392795,ミニッツGA,スノーホワイト,F-1,93.81,2.41,-6.32,None,高白色
53,3109500,392803,ミニッツGA,ホワイト,F-1,92.03,1.02,12.62,None,ナチュラル
54,3109500,619940,ミニッツGA,スモークホワイト,F-1,86.73,1.53,10.09,None,茶
55,3109500,619957,ミニッツGA,ライトグレー,F-1,75.86,3.59,1.94,None,グレー
56,3109500,619965,ミニッツGA,ミディアムグレー,F-1,63.6,0.51,-1.32,None,グレー
57,3109500,619973,ミニッツGA,ダークグレー,F-1,44.47,0.51,-1.42,None,グレー
58,3109500,392829,ミニッツGA,黒,F-1,25.05,-0.26,0.51,None,黒
59,3109500,392845,ミニッツGA,うす鼠,F-1,79.53,4.51,7.16,None,グレー
60,3109500,392811,ミニッツGA,ナチュラル,F-1,92.9,-0.43,15.4,None,ナチュラル
61,3109500,407692,ミニッツGA,桜,F-1,87.4,11.79,13.35,None,ピンク
62,3109500,619981,ミニッツGA,エアリーピンク,F-1,80.72,12.58,-2.77,None,ピンク
63,3109500,620013,ミニッツGA,サックスブルー,F-1,86.4,-1.96,-7.77,None,青
64,3109500,407718,ミニッツGA,藤,F-1,66.11,3.55,-17.23,None,紫
65,3109500,407726,ミニッツGA,空,F-1,69.3,-6.69,-14.59,None,青
66,3109500,407734,ミニッツGA,あさぎ,F-1,75.68,-17.43,-0.28,None,青
67,3109500,621110,ミニッツGA,みずあさぎ,F-1,80.32,-11.34,15.98,None,緑
68,3109500,407742,ミニッツGA,ひわ,F-1,79.78,-3.12,34.69,None,緑
69,3109500,620021,ミニッツGA,シトロン,F-1,86.66,-11.24,64.21,None,緑
70,3109500,619999,ミニッツGA,黄色,F-1,89.06,-1.58,79.49,None,黄色
71,3109500,407759,ミニッツGA,ひまわり,F-1,80.49,15.41,78.26,None,黄色
72,3109500,407767,ミニッツGA,山吹,F-1,69.95,25.41,62.98,None,オレンジ
73,3109500,407791,ミニッツGA,青紫,F-1,45.98,2.62,-24.67,None,紫
74,3109500,620005,ミニッツGA,黄緑,F-1,75.7,-18.28,59.16,None,緑
75,3109500,620039,ミニッツGA,せいじ,F-1,53.25,-7.52,6.7,None,緑
76,3109500,407668,ミニッツGA,セピア,F-1,44.12,4.27,10.63,None,茶
77,3109500,620047,ミニッツGA,マホガニー,F-1,44.16,18.1,8.82,None,茶
1,,676387,ジェラードGA-FS,プラチナホワイト,F-2,98.22,2.01,-10.23,None,高白色
2,3108300,354852,ジェラードGA,スノーホワイト,F-2,93.3,2.16,-5.45,None,高白色
3,3108300,354878,ジェラードGA,ホワイト,F-2,92.26,1.06,12.82,None,ナチュラル
4,3108300,620690,ジェラードGA,スモークホワイト,F-2,87.01,1.66,10.12,None,茶
5,3108300,620930,ジェラードGA,ライトグレー,F-2,76,3.35,2.1,None,グレー
6,3108300,620898,ジェラードGA,ミディアムグレー,F-2,63.62,0.46,-1.31,None,グレー
7,3108300,620740,ジェラードGA,ダークグレー,F-2,44.33,0.41,-1.7,None,グレー
8,3108300,340422,ジェラードGA,黒,F-2,24.96,-0.24,0.27,None,黒
9,3108300,340356,ジェラードGA,うす鼠,F-2,80.08,4.74,7.23,None,グレー
10,3108300,343384,ジェラードGA,キャメル,F-2,69.41,10.96,13.7,None,茶
11,3108300,340398,ジェラードGA,ナチュラル,F-2,90.6,0.72,17.1,None,ナチュラル
12,3108300,343566,ジェラードGA,しんく,F-2,36.82,32.43,12.14,None,赤
13,3108300,343533,ジェラードGA,青紫,F-2,46.08,2.66,-24.66,None,紫
14,3108300,343541,ジェラードGA,濃緑,F-2,44.19,-16.59,3.03,None,緑
15,3108300,343491,ジェラードGA,セピア,F-2,43.97,4.69,11.15,None,茶
16,3108300,620781,ジェラードGA,ブラウン,F-2,42.66,12.99,18.46,None,茶
17,3108300,620864,ジェラードGA,マホガニー,F-2,44.14,18.33,8.99,None,茶
18,3108300,343525,ジェラードGA,あい,F-2,32.57,-1.41,-13.14,None,青
19,3108300,620989,ジェラードGA,極・紫,F-2,27.45,7.23,-11.38,None,紫
20,3108300,621078,ジェラードGA,極・緑,F-2,26.85,-5.49,9.15,None,緑
21,3108300,621037,ジェラードGA,極・焦茶,F-2,26.37,4.59,3.96,None,茶
22,,675967,ハンマートーンGA-FS,プラチナホワイト,F-2,97.97,2.06,-10.04,None,高白色
23,3108800,362731,ハンマートーンGA,スノーホワイト,F-2,93.26,2.19,-5.73,None,高白色
24,3108800,362756,ハンマートーンGA,ホワイト,F-2,92.6,1.01,12.62,None,ナチュラル
25,3108800,617746,ハンマートーンGA,スモークホワイト,F-2,86.62,1.88,9.89,None,茶
26,3108800,617753,ハンマートーンGA,ライトグレー,F-2,75.65,3,1.86,None,グレー
27,3108800,617761,ハンマートーンGA,ミディアムグレー,F-2,63.42,0.68,-1.21,None,グレー
28,3108800,617779,ハンマートーンGA,ダークグレー,F-2,43.78,0.36,-1.8,None,グレー
29,3108800,362699,ハンマートーンGA,黒,F-2,25.09,-0.24,0.57,None,黒
30,3108800,362681,ハンマートーンGA,うす鼠,F-2,79.88,4.54,6.87,None,グレー
31,3108800,363523,ハンマートーンGA,ベージュ,F-2,82.73,4.46,12.47,None,茶
32,3108800,363374,ハンマートーンGA,キャメル,F-2,69.43,10.51,13.74,None,茶
33,3108800,362749,ハンマートーンGA,ナチュラル,F-2,90.25,0.89,17.54,None,ナチュラル
34,3108800,363473,ハンマートーンGA,象牙,F-2,87.13,5.75,26.51,None,オレンジ
35,3108800,363424,ハンマートーンGA,桜,F-2,87.16,12.04,13.91,None,ピンク
36,3108800,363481,ハンマートーンGA,ばら,F-2,81.19,19.56,6.96,None,ピンク
37,3108800,617829,ハンマートーンGA,エアリーピンク,F-2,80.7,12.56,-2.73,None,ピンク
38,3108800,617860,ハンマートーンGA,サックスブルー,F-2,86.1,-2.11,-8.38,None,青
39,3108800,363515,ハンマートーンGA,藤,F-2,65.89,3.71,-17.45,None,紫
40,3108800,363465,ハンマートーンGA,空,F-2,68.91,-6.99,-14.26,None,青
41,3108800,363358,ハンマートーンGA,あさぎ,F-2,75.47,-17.21,-0.41,None,青
42,3108800,617944,ハンマートーンGA,みずあさぎ,F-2,80.09,-11.58,16.02,None,緑
43,3108800,363507,ハンマートーンGA,ひわ,F-2,80.15,-2.89,34.5,None,緑
44,3108800,617886,ハンマートーンGA,シトロン,F-2,87.06,-11.71,64.16,None,緑
45,3108800,617845,ハンマートーンGA,黄色,F-2,89.03,-1.96,79.88,None,黄色
46,3108800,363499,ハンマートーンGA,ひまわり,F-2,80.38,15.74,78.4,None,黄色
47,3108800,363556,ハンマートーンGA,山吹,F-2,70.09,24.88,59.69,None,オレンジ
48,3108800,617837,ハンマートーンGA,オレンジ,F-2,64.59,43.16,51.94,None,オレンジ
49,3108800,617936,ハンマートーンGA,マンダリン,F-2,52.78,48.04,36.8,None,オレンジ
50,3108800,617712,ハンマートーンGA,赤,F-2,39.6,48.27,23.43,None,赤
51,3108800,363432,ハンマートーンGA,朱,F-2,45.88,42.31,22.5,None,赤
52,3108800,363531,ハンマートーンGA,べに,F-2,41.87,42.5,17.32,None,赤
53,3108800,363440,ハンマートーンGA,しんく,F-2,36.34,31.84,11.76,None,赤
54,3108800,617910,ハンマートーンGA,ベリーピンク,F-2,53.61,45,2.62,None,ピンク
55,3108800,617803,ハンマートーンGA,紫,F-2,37.78,17.56,-24.12,None,紫
56,3108800,363341,ハンマートーンGA,青紫,F-2,45.95,2.96,-24.8,None,紫
57,3108800,617811,ハンマートーンGA,ロイヤルブルー,F-2,33.03,7.23,-29.96,None,紫
58,3108800,363333,ハンマートーンGA,青,F-2,42.34,-9.96,-32.63,None,青
59,3108800,617878,ハンマートーンGA,ジェードグリーン,F-2,59.89,-44.1,0.64,None,緑
60,3108800,617852,ハンマートーンGA,黄緑,F-2,76.05,-19.7,59.77,None,緑
61,3108800,363416,ハンマートーンGA,苔,F-2,58.36,-8.79,41.22,None,緑
62,3108800,617894,ハンマートーンGA,せいじ,F-2,53.42,-7.5,6.64,None,緑
63,3108800,363408,ハンマートーンGA,濃緑,F-2,44.12,-16.35,2.91,None,緑
64,3108800,617902,ハンマートーンGA,ビスキュイ,F-2,60.06,19.62,46.19,None,茶
65,3108800,363457,ハンマートーンGA,セピア,F-2,44.31,4.3,10.94,None,茶
66,3108800,617795,ハンマートーンGA,ブラウン,F-2,42.16,13.1,18.19,None,茶
67,3108800,617928,ハンマートーンGA,マホガニー,F-2,44,18.06,8.78,None,茶
68,3108800,363325,ハンマートーンGA,あい,F-2,32.51,-1.3,-12.74,None,青
69,3108800,617738,ハンマートーンGA,極・紫,F-2,27.43,7.2,-11.04,None,紫
70,3108800,617787,ハンマートーンGA,極・緑,F-2,27.32,-5.83,8.64,None,緑
71,3108800,617720,ハンマートーンGA,極・焦茶,F-2,25.99,4.44,3.87,None,茶
1,,616904,ジャガードGA,プラチナホワイト,F-3,98.23,2.23,-10.35,None,高白色
2,3109300,389312,ジャガードGA,スノーホワイト,F-3,94.11,1.98,-3.62,None,高白色
3,3109300,389338,ジャガードGA,ホワイト,F-3,92.08,1.13,12.04,None,ナチュラル
4,3109300,616946,ジャガードGA,スモークホワイト,F-3,86.93,1.37,9.87,None,茶
5,3109300,616953,ジャガードGA,ライトグレー,F-3,76.42,3.36,1.88,None,グレー
6,3109300,616961,ジャガードGA,ミディアムグレー,F-3,64.2,0.47,-1.41,None,グレー
7,3109300,616979,ジャガードGA,ダークグレー,F-3,45.31,0.21,-1.65,None,グレー
8,3109300,389270,ジャガードGA,黒,F-3,25.43,-0.17,0.42,None,黒
9,3109300,389262,ジャガードGA,うす鼠,F-3,80.32,4.29,6.67,None,グレー
10,3109300,389320,ジャガードGA,ナチュラル,F-3,90.82,0.52,17.08,None,ナチュラル
11,3109300,406744,ジャガードGA,ばら,F-3,81.75,20.25,6.52,None,ピンク
12,3109300,406777,ジャガードGA,あさぎ,F-3,76.15,-16.98,-0.4,None,青
13,3109300,617167,ジャガードGA,みずあさぎ,F-3,80.69,-11.03,15.83,None,緑
14,3109300,617084,ジャガードGA,シトロン,F-3,87.16,-11.64,63.01,None,緑
15,3109300,617050,ジャガードGA,黄色,F-3,89.26,-2.28,79.28,None,黄色
16,3109300,406793,ジャガードGA,ひまわり,F-3,80.74,15.21,77.96,None,黄色
17,3109300,406801,ジャガードGA,山吹,F-3,71.04,25.29,63.61,None,オレンジ
