収録順,上位銘柄コード,商品コード,銘柄名,色名,MS番号,L,a,b,光沢感,主観の色分類
18,3203800,510651,OKカイゼル,あかね,B-1,40.24,39.35,18.14,None,赤
19,3203800,510511,OKカイゼル,ばら,B-1,64.82,25.79,11.91,None,ピンク
20,3203800,510669,OKカイゼル,るり,B-1,40.71,-3.74,-28.91,None,青
21,3203800,510537,OKカイゼル,はなだ,B-1,64.55,-7.08,-5.05,None,青
22,3203800,510628,OKカイゼル,藤,B-1,59.01,-0.28,-3.53,None,青
23,3203800,510560,OKカイゼル,濃鼠,B-1,59.81,-3.87,6.8,None,緑
24,3203800,510578,OKカイゼル,オリーブ,B-1,55.52,-4.34,21.61,None,緑
25,3202500,421131,OKミューズキララ,ホワイト,B-1,96.84,2.77,-3.06,None,高白色
26,3202500,421149,OKミューズキララ,ナチュラル,B-1,94.21,1.26,13.01,None,ナチュラル
27,3202500,421198,OKミューズキララ,グレー,B-1,81.7,-1.08,7.37,None,グレー
28,3202500,421206,OKミューズキララ,ブラック,B-1,36.09,-0.5,4.54,None,グレー
29,3202500,421156,OKミューズキララ,ピンク,B-1,85.52,6.49,6.64,None,ピンク
30,3202500,421180,OKミューズキララ,パープル,B-1,88.09,0.69,1.75,None,紫
31,3202500,421164,OKミューズキララ,スカイ,B-1,92.1,-5.04,6.49,None,緑
32,3202500,421172,OKミューズキララ,ミント,B-1,87.94,-3.18,14.76,None,緑
33,3200900,222869,OKフェザーワルツ,雪,B-1,95.99,0.87,6.83,None,白
34,3200900,214106,OKフェザーワルツ,しんじゅ,B-1,87.6,1.53,11.47,None,グレー
35,3200900,214155,OKフェザーワルツ,らくだ,B-1,64.57,3.18,16.21,None,茶
36,3200900,214122,OKフェザーワルツ,鼠,B-1,62.24,0.34,5.48,None,グレー
37,3200900,214114,OKフェザーワルツ,象牙,B-1,90.85,1.7,15.42,None,ナチュラル
38,3200900,214098,OKフェザーワルツ,桜,B-1,88,6.65,5.05,None,ピンク
39,3200900,214130,OKフェザーワルツ,藤,B-1,84.32,2.41,5.32,None,グレー
40,3200900,214148,OKフェザーワルツ,水,B-1,85.98,-3.06,3.41,None,青
41,3200900,214163,OKフェザーワルツ,若草,B-1,88.4,-3.55,9.63,None,緑
1,3007500,625293,ジャンフェルト,白,B-2,96.91,-0.08,3.8,None,白
2,3007500,329623,ジャンフェルト,絹,B-2,94.83,-1.34,13.22,None,白
3,3007500,329698,ジャンフェルト,はいじろ,B-2,80.89,0.07,7.15,None,グレー
4,3007500,625327,ジャンフェルト,うすき,B-2,92.41,-1.49,27.48,None,黄色
5,3007500,625335,ジャンフェルト,あさみどり,B-2,92.78,-8.11,22.14,None,黄色
6,3007500,625343,ジャンフェルト,そら,B-2,84.31,-7.27,-5.51,None,青
7,3007500,625350,ジャンフェルト,灰桜,B-2,74.29,13.12,3.49,None,ピンク
8,3007500,625368,ジャンフェルト,あらいしゅ,B-2,69.21,22.54,21.27,None,茶
9,3007500,375147,ジャンフェルト,金茶,B-2,68.38,12.95,36.02,None,オレンジ
10,3007500,329615,ジャンフェルト,からべに,B-2,46.42,35.47,17.56,None,赤
11,3007500,329573,ジャンフェルト,あい,B-2,39.69,-1.04,-16.66,None,青
12,3007500,329631,ジャンフェルト,濃松葉,B-2,38.26,-9.98,-0.7,None,青
13,3007500,329722,ジャンフェルト,ぶどう,B-2,36.25,14.81,2.56,None,紫
14,3007500,329649,ジャンフェルト,紫紺,B-2,35.23,2.76,-9.39,None,青
15,3305800,559930,ポルカ,メレンゲ,B-2,97.12,-0.53,5.1,None,白
16,3305800,559948,ポルカ,トウフ,B-2,92.57,-0.58,13.43,None,ナチュラル
17,3305800,559955,ポルカ,ソバ,B-2,82.65,-0.99,7.61,None,グレー
18,3305800,559963,ポルカ,コンニャク,B-2,70.93,-0.51,3.27,None,グレー
19,3305800,560037,ポルカ,キナコ,B-2,65.43,3.65,24.13,None,茶
20,3305800,560052,ポルカ,カステラ,B-2,51.79,13.6,25.2,None,茶
21,3305800,560045,ポルカ,カカオ,B-2,58.56,4.95,5.26,None,茶
22,3305800,559997,ポルカ,バナナ,B-2,88.08,-3.49,43.89,None,黄色
23,3305800,559971,ポルカ,モモ,B-2,86.2,19.01,0.06,None,ピンク
24,3305800,559989,ポルカ,サーモン,B-2,72.54,36.02,14.61,None,ピンク
25,3305800,631226,ポルカ,ライラック,B-2,77.86,2.24,-13.02,None,紫
26,3305800,631218,ポルカ,アクア,B-2,87.23,-2.99,-5.85,None,青
27,3305800,631234,ポルカ,カナリア,B-2,95.62,-5.08,85.8,None,黄色
28,3305800,631242,ポルカ,フラミンゴ,B-2,78.63,46.62,17.66,None,ピンク
29,3305800,560029,ポルカ,アケビ,B-2,57.93,-1.92,-13.02,None,青
30,3305800,560011,ポルカ,ソーダ,B-2,71.15,-17.38,-10.48,None,青
31,3305800,560003,ポルカ,ライム,B-2,81.57,-13.19,65.18,None,緑
32,3305900,560490,ポルカレイド,メレンゲ,B-2,97.41,-0.47,4.22,None,白
33,3305900,560508,ポルカレイド,トウフ,B-2,92.99,-0.22,13.71,None,ナチュラル
34,3305900,560516,ポルカレイド,ソバ,B-2,82.98,-1.52,7.98,None,グレー
35,3305900,560524,ポルカレイド,コンニャク,B-2,71.23,-1.34,3.27,None,グレー
36,3305900,560599,ポルカレイド,キナコ,B-2,64.75,3.41,24.03,None,茶
37,3305900,560615,ポルカレイド,カステラ,B-2,51.27,13.46,24.82,None,茶
38,3305900,560607,ポルカレイド,カカオ,B-2,58.07,5.25,4.77,None,茶
39,3305900,560557,ポルカレイド,バナナ,B-2,88.29,-2.99,44.08,None,黄色
40,3305900,560532,ポルカレイド,モモ,B-2,86.4,18.75,0.79,None,ピンク
41,3305900,560540,ポルカレイド,サーモン,B-2,71.51,36.49,14.74,None,ピンク
42,3305900,631275,ポルカレイド,ライラック,B-2,78.21,2.01,-12.11,None,紫
43,3305900,631267,ポルカレイド,アクア,B-2,87.18,-3.18,-4.93,None,青
44,3305900,631283,ポルカレイド,カナリア,B-2,95.57,-4.45,84.83,None,黄色
45,3305900,631291,ポルカレイド,フラミンゴ,B-2,80.5,46.84,17.36,None,ピンク
46,3305900,560581,ポルカレイド,アケビ,B-2,58.17,-1.12,-13.65,None,青
47,3305900,560573,ポルカレイド,ソーダ,B-2,71.43,-17.51,-10.69,None,青
48,3305900,560565,ポルカレイド,ライム,B-2,81.08,-13.14,66.19,None,緑
49,,476127,アングルカラー,きぬ白,B-2,96.14,1.78,-0.84,None,高白色
50,,476150,アングルカラー,はいじろ,B-2,92.59,-0.76,5.05,None,白
51,,24638,アングルカラー,しろがね,B-2,80.86,-1.92,4.55,None,グレー
52,,24604,アングルカラー,濃鼠,B-2,56.92,-3.14,0.2,None,グレー
53,,24430,アングルカラー,すずらん,B-2,94.03,-0.35,15.83,None,ナチュラル
54,,24562,アングルカラー,くるみ,B-2,66.91,7.82,23,None,茶
55,,24687,アングルカラー,焦茶,B-2,46.26,5.79,14.85,None,茶
1,3706400,650622,グムンドバイオサイクル-FS,サイクル,B-3,94.65,1.52,-5.23,None,高白色
2,3706400,650606,グムンドバイオサイクル-FS,カナビス,B-3,91.05,0.06,7.41,None,ナチュラル
3,3706400,650614,グムンドバイオサイクル-FS,クロロフィル,B-3,67.76,-2.58,51.39,None,緑
4,3200400,164772,OKサンド,ブライト,B-3,82.89,2.7,12.01,None,茶
5,3200500,164780,OKサンド,ミドル,B-3,72.97,5.56,13.9,None,茶
6,3200600,164798,OKサンド,ダーク,B-3,68.57,7.14,16.44,None,茶
7,3200700,172841,OKサンドカラー,ホワイト,B-3,92.06,0.52,8.8,None,ナチュラル
8,3200700,184192,OKサンドカラー,クリーム,B-3,88.62,2.25,17.38,None,オレンジ
9,3200700,206102,OKサンドカラー,にんじん,B-3,92.82,3.3,14.44,None,オレンジ
10,3200700,206110,OKサンドカラー,とまと,B-3,92.2,4.58,9.89,None,ピンク
11,3200700,206136,OKサンドカラー,なす,B-3,92.1,1.2,6.13,None,ナチュラル
12,3200700,206128,OKサンドカラー,きゅうり,B-3,90.92,-2.79,6.59,None,緑
13,3200700,184234,OKサンドカラー,ローズ,B-3,80.61,14.7,4.18,None,ピンク
14,3200700,184218,OKサンドカラー,アクアグレー,B-3,76.08,-3.94,-2.54,None,青
15,3200700,184143,OKサンドカラー,ペールブルー,B-3,84.69,-10.08,7.62,None,緑
16,3200700,184226,OKサンドカラー,ライムグリーン,B-3,84.86,-5.36,31.72,None,緑
1,3111600,507269,リ・シマメ,ウルトラホワイト,C-1,97.77,1.72,-4.95,None,高白色
2,3111600,247858,リ・シマメ,スノーホワイト,C-1,96.52,1.45,0.15,None,高白色
3,,247833,リ・シマメ,シルキーホワイト,C-1,95.28,0,8.21,None,白
4,3111600,247841,リ・シマメ,白,C-1,94.93,0.76,10.69,None,ナチュラル
5,,247825,リ・シマメ,クリームホワイト,C-1,94.21,0.91,13.73,None,ナチュラル
6,3704400,535021,セビロ-FS,ネイビーブルー,C-1,28.52,-0.83,-3.82,None,青
7,,212746,あらじま,雪,C-1,97.73,1.32,-2.15,None,高白色
8,,212704,あらじま,白,C-1,94.28,-0.02,10.1,None,ナチュラル
9,3100200,39677,STカバー,白,C-1,93.94,1.67,9.5,None,ナチュラル
10,3100201,40055,STカバー,白,C-1,92.53,3.03,16.2,None,オレンジ
11,3100200,39941,STカバー,黒,C-1,27.49,-0.84,1.26,None,黒
12,3100200,39735,STカバー,鼠,C-1,71.1,4.62,15.43,None,茶
13,3100200,39727,STカバー,銀鼠,C-1,77.07,5.71,10.53,None,茶
14,3100200,40006,STカバー,赤鼠,C-1,69.69,8.53,12.75,None,茶
15,3100200,39743,STカバー,青鼠,C-1,60.6,0.6,-0.53,None,グレー
16,3100200,39685,STカバー,クリーム,C-1,84.73,10.75,27.15,None,オレンジ
17,3100200,39693,STカバー,古染,C-1,82.03,9.86,22.59,None,オレンジ
18,3100201,40063,STカバー,古染,C-1,84.85,8.26,19.45,None,オレンジ
19,3100200,39701,STカバー,鮭,C-1,80.04,17.37,25.79,None,オレンジ
20,3100200,39719,STカバー,うす茶,C-1,74.5,16.64,34.65,None,オレンジ
21,3100200,39800,STカバー,空,C-1,65.3,-11.17,-12,None,青
22,3100200,39883,STカバー,うすあさぎ,C-1,83.86,-4.08,6.69,None,緑
23,3100200,39750,STカバー,みずあさぎ,C-1,85.63,-3.96,15.46,None,緑
24,3100200,39768,STカバー,ひわ,C-1,90.02,-0.64,22.66,None,黄色
25,3100200,39792,STカバー,ひまわり,C-1,89.97,-0.44,74.13,None,黄色
26,3100200,39966,STカバー,こがね,C-1,79.45,17.15,60.9,None,黄色
27,3100200,39867,STカバー,たばこ,C-1,57.13,21.09,35.72,None,茶
28,3100200,39859,STカバー,れんが,C-1,56.88,31.03,27.84,None,茶
29,3100200,39834,STカバー,炎,C-1,60.05,49.22,31.6,None,オレンジ
30,3100200,39958,STカバー,朱,C-1,48.46,52.62,23.05,None,赤
31,3100200,39818,STカバー,ききょう,C-1,52.09,12.92,-26.54,None,紫
32,3100200,39891,STカバー,群青,C-1,45.17,-6.47,-29.04,None,青
33,3100200,39990,STカバー,るり,C-1,62.64,-28.88,-26.76,None,青
34,3100200,39784,STカバー,緑,C-1,61.34,-34.36,19.15,None,緑
35,3100200,39776,STカバー,もえぎ,C-1,81.27,-12.58,56.07,None,緑
36,3100200,39875,STカバー,ひはだ,C-1,45.58,14.75,21.22,None,茶
37,3100200,39826,STカバー,しんく,C-1,37.02,36.72,11.87,None,赤
38,3100200,39909,STカバー,あい,C-1,37.2,-3.27,-17.53,None,青
39,3100200,39933,STカバー,ときわ,C-1,40.81,-12.89,14.19,None,緑
40,3100200,39974,STカバー,オリーブ,C-1,53.59,-1.16,32.6,None,緑
41,3100200,114041,STカバー,濃えんじ,C-1,31.76,8.29,3.85,None,茶
42,3100200,39917,STカバー,鉄,C-1,29.64,-4.93,-4.59,None,青
43,,432666,ピケ,アイス,C-1,95.63,2.21,-3.62,None,高白色
44,,475418,マイカレイド,純白,C-1,97.21,0.06,2.34,None,白
45,,25528,マイカレイド,黒,C-1,28.85,-1.64,1.93,None,黒
46,,25361,マイカレイド,クリーム,C-1,92.47,2.68,26.3,None,オレンジ
47,,475186,マイカレイド,うす青,C-1,61.67,-0.17,-18.37,None,紫
48,,475210,マイカレイド,黄色,C-1,79.12,13.39,74.48,None,黄色
49,,475384,マイカレイド,朱赤,C-1,51.27,49,24.09,None,赤
50,,475327,マイカレイド,焦茶,C-1,30.25,4.51,5.43,None,茶
51,,475269,マイカレイド,濃あい,C-1,28.1,-1.23,-8.51,None,青
1,3005300,653840,羊皮紙N,雪,D-1,94.13,-0.34,1.18,None,白
2,3005300,653782,羊皮紙N,白,D-1,84.59,1.06,6.09,None,グレー
3,3005300,653774,羊皮紙N,古染,D-1,85.78,1.94,21.29,None,茶
4,3005300,653766,羊皮紙N,きなり,D-1,80.38,3.31,14.87,None,茶
5,,501825,羊皮紙,茶,D-1,51.77,15.8,22.58,None,茶
6,,655712,フレンチマーブルN,グレー,D-1,83.44,-0.29,5.26,None,グレー
7,,272229,フレンチマーブル,サンセット,D-1,82.24,1.19,14.28,None,茶
8,,272237,フレンチマーブル,ローズ,D-1,76.47,7.84,11.31,None,ピンク
9,3005900,35253,シープスキン,白,D-1,96.54,-0.95,8.4,None,白
10,3612000,7203,フレンチパーチ,白,D-1,97.11,1.5,-1.55,None,高白色
11,3612000,127985,フレンチパーチ,ナチュラル,D-1,91.13,-0.71,11.58,None,ナチュラル
12,3612000,127977,フレンチパーチ,古色,D-1,84.2,2.76,12.93,None,茶
13,3704300,535047,ペルガモン-FS,白,D-1,97.69,0.78,-3.71,None,高白色
14,,22426,MLファイバー,白,D-1,95.77,-1.09,11.77,None,白
15,,22434,MLファイバー,乳,D-1,92.33,3.57,22.96,None,黄色
16,,22459,MLファイバー,濃クリーム,D-1,87.76,8.63,25.37,None,オレンジ
17,,22467,MLファイバー,みずあさぎ,D-1,84.98,-8.36,8.76,None,緑
18,,22475,MLファイバー,草,D-1,91.23,-6.96,24.76,None,緑
19,,22558,MLファイバー,茶,D-1,77.06,7.1,23.56,None,茶
20,,136713,MLファイバー,うす青,D-1,79.68,-15.96,-10.56,None,青
21,,22483,MLファイバー,緑,D-1,77.09,-11.15,16.62,None,緑
22,3606000,518894,タチアナ-FS,雪,D-1,96,4.92,-15.22,None,高白色
23,3606000,518944,タチアナ-FS,雪,D-1,95.57,4.51,-14.27,None,高白色
24,3606000,518902,タチアナ-FS,白,D-1,95.59,0.31,10.24,None,ナチュラル
25,3606000,518951,タチアナ-FS,白,D-1,95.47,0.29,10.33,None,ナチュラル
26,3606000,519025,タチアナ-FS,黒,D-1,28.96,0.38,-2.68,None,黒
27,3606000,518910,タチアナ-FS,象牙,D-1,93.25,2.27,17.92,None,オレンジ
28,3606000,518928,タチアナ-FS,はいじろ,D-1,80.08,-1,8.42,None,グレー
1,3022000,622480,レザック16,しろ,E-1,98.14,0.75,-1.92,None,高白色
2,,622506,レザック16,はいいろ,E-1,68.63,0.61,3.65,None,グレー
3,3022000,622514,レザック16,くろ,E-1,30.05,-0.28,0.34,None,黒
4,,622498,レザック16,きなり,E-1,92.83,0.37,22.28,None,ナチュラル
5,,622522,レザック16,しらちゃ,E-1,73.46,3.72,12.2,None,茶
6,,622530,レザック16,ちゃいろ,E-1,55.24,19.9,27.25,None,茶
7,,622555,レザック16,さくら,E-1,78.25,14,10.95,None,ピンク
8,,622571,レザック16,はなだ,E-1,65.06,-3.35,-12.65,None,青
9,,622563,レザック16,きはだ,E-1,80.27,-5.82,50.82,None,緑
10,,622639,レザック16,ケイコウイエロー,E-1,103.88,-35.18,85.48,None,黄色
11,,622621,レザック16,ケイコウピンク,E-1,79.87,65.78,-0.95,None,ピンク
12,,622597,レザック16,あかね,E-1,42.12,48.06,23.35,None,赤
13,,622589,レザック16,えんじ,E-1,36.22,20.92,6.8,None,茶
14,,622613,レザック16,るり,E-1,35.86,4.18,-18.17,None,青
15,,622605,レザック16,ふかみどり,E-1,40.18,-9.96,8.8,None,緑
16,3022000,622548,レザック16,こげちゃ,E-1,33.78,7.69,11.02,None,茶
17,3022700,31732,レザック75,白,E-1,95.11,0.65,14.72,None,ナチュラル
18,3022700,31856,レザック75,銀鼠,E-1,81.15,0.35,4.59,None,グレー
19,3022700,31823,レザック75,黒,E-1,26.15,-0.06,0.67,None,黒
20,3022700,31849,レザック75,うす鼠,E-1,82.63,1.86,15.5,None,茶
21,3022700,31740,レザック75,古染,E-1,79.65,4.31,23.07,None,茶
22,3022700,31781,レザック75,濃茶,E-1,42.18,11.03,14.54,None,茶
23,3022700,31831,レザック75,クリーム,E-1,90.05,4.75,32.71,None,オレンジ
24,3022700,31864,レザック75,桃,E-1,69.1,19.61,2.6,None,ピンク
25,3022700,31765,レザック75,空,E-1,78.9,-10.42,-2.4,None,青
26,3022700,31880,レザック75,藤,E-1,62.33,-2.81,-18.88,None,青
27,3022700,31914,レザック75,黄色,E-1,80.53,15.76,75.71,None,黄色
28,3022700,31799,レザック75,緑,E-1,49.62,-27.32,9.9,None,緑
29,3022700,31815,レザック75,赤,E-1,39.66,38.99,14.07,None,赤
30,3022700,31807,レザック75,紫,E-1,34.57,5.31,-24.54,None,紫
31,3022700,31898,レザック75,オリーブ,E-1,55.02,-7.24,31.05,None,緑
32,3200100,53066,OKゴールデンリバー70,ホワイト,E-1,96.68,-0.08,5.85,None,白
33,,53074,OKゴールデンリバー70,イエローホワイト,E-1,94.41,-0.82,18.94,None,ナチュラル
34,3200100,53256,OKゴールデンリバー70,ブラック,E-1,29.24,0.75,1.36,None,黒
35,,264242,OKゴールデンリバー70,みずはなだ,E-1,84.36,0.99,4.95,None,グレー
36,,53314,OKゴールデンリバー70,クリーム,E-1,88.36,7.69,34.21,None,黄色
37,,53132,OKゴールデンリバー70,ライトブラウン,E-1,81.23,11.36,26.95,None,オレンジ
38,,53264,OKゴールデンリバー70,パウダーブルー,E-1,72.09,-6.03,1.91,None,青
39,,264259,OKゴールデンリバー70,若竹色,E-1,80.3,-18.59,15.22,None,緑
40,,53280,OKゴールデンリバー70,ライトグレー,E-1,73.19,1.89,17.01,None,茶
41,,53199,OKゴールデンリバー70,レッド,E-1,46.38,44.63,17.17,None,赤
42,,53090,OKゴールデンリバー70,パープル,E-1,68.74,7.73,-15.62,None,紫
43,,53223,OKゴールデンリバー70,ダークブルー,E-1,48.79,-8.19,-25.29,None,青
44,,53165,OKゴールデンリバー70,ライトブルー,E-1,62.14,-14.35,-24.81,None,青
45,,53173,OKゴールデンリバー70,グリーン,E-1,59.58,-29.78,28.58,None,緑
46,,53298,OKゴールデンリバー70,ベージュ,E-1,60.43,6.85,22.5,None,茶
47,,53181,OKゴールデンリバー70,ダークブラウン,E-1,46.24,24.13,19.83,None,茶
48,,53306,OKゴールデンリバー70,ワイン,E-1,37.14,18.04,4.85,None,紫
49,,53272,OKゴールデンリバー70,ロイヤルブルー,E-1,37.7,1.36,-25.22,None,青
50,,53116,OKゴールデンリバー70,グレー,E-1,62.13,-5.05,9.79,None,グレー
51,3023500,284455,岩はだ,白,E-1,97.06,-1.25,7.58,None,白
52,3023500,284422,岩はだ,こひき,E-1,93.6,1.07,14.89,None,ナチュラル
53,,231845,岩はだ,しの,E-1,85.13,1.14,10.49,None,グレー
54,3023500,231829,岩はだ,かわら,E-1,36.11,-0.59,-0.2,None,グレー
55,3023500,284406,岩はだ,黒,E-1,30.6,-0.91,1.92,None,黒
56,,284471,岩はだ,びぜん,E-1,49.94,9.92,20.19,None,茶
57,3023500,231902,岩はだ,ねんど,E-1,74.5,3.99,17.72,None,茶
58,,231878,岩はだ,土,E-1,62.33,5.89,18.89,None,茶
59,3023500,231886,岩はだ,鉄,E-1,41.82,5.29,10.45,None,茶
60,,231910,岩はだ,はくじ,E-1,91.83,-0.77,18.13,None,ナチュラル
61,,231852,岩はだ,砂,E-1,84.61,2.62,14.69,None,茶
62,3023500,231837,岩はだ,銀,E-1,84.35,-2.51,8.03,None,グレー
63,3023500,284380,岩はだ,きぜと,E-1,78.16,1.85,27.73,None,黄色
64,,284430,岩はだ,さんご,E-1,77.55,11.9,5.39,None,ピンク
65,,284463,岩はだ,そめつけ,E-1,64.62,-8.37,-12.11,None,青
66,3023500,284356,岩はだ,あさぎ,E-1,69.73,-12.71,-0.56,None,青
67,3023500,284349,岩はだ,あかえ,E-1,46.79,44.7,27.64,None,赤
68,,231860,岩はだ,せいじ,E-1,58.2,-11.14,4.39,None,緑
69,3606400,519405,アレザン-FS,ホワイト,E-1,96.47,0.97,1.46,None,白
70,3606400,519413,アレザン-FS,ミルク,E-1,95.12,0.35,10.55,None,白
71,3606400,519496,アレザン-FS,チャコール,E-1,41.53,-0.77,3.33,None,グレー
72,3606400,519439,アレザン-FS,アプリコット,E-1,60.71,38.55,47.95,None,オレンジ
73,3606400,519488,アレザン-FS,アボカド,E-1,69.53,-3.39,50.28,None,緑
1,3022300,29751,レザック66,白,E-2,97.48,0.09,2.7,None,白
2,3022300,225672,レザック66,雪,E-2,96.75,-0.36,6.79,None,白
3,3022300,225607,レザック66,ホワイトグレー,E-2,85.17,-0.5,5.83,None,グレー
4,3022300,225698,レザック66,ライトグレー,E-2,78.54,-1.18,2.7,None,グレー
5,3022300,136481,レザック66,銀鼠,E-2,67.58,-1.02,1.28,None,グレー
6,3022300,225524,レザック66,ダークグレー,E-2,40.63,-1.15,-0.69,None,グレー
7,3022300,225425,レザック66,黒,E-2,26.38,0.33,0.44,None,黒
8,3022300,225482,レザック66,しろ鼠,E-2,84.16,1.48,9.48,None,グレー
9,3022300,225326,レザック66,うす鼠,E-2,75.4,0.66,10.12,None,グレー
10,3022300,29819,レザック66,鼠,E-2,58.73,1.14,8.67,None,グレー
11,3022300,225300,レザック66,アーモンド,E-2,82.93,4.87,16.48,None,茶
12,3022300,225441,レザック66,古染,E-2,83.1,4.79,19.67,None,茶
13,3022300,225706,レザック66,らくだ,E-2,64.86,7.06,21.75,None,茶
14,3022300,225391,レザック66,栗茶,E-2,46.06,10.63,18.74,None,茶
15,3022300,225532,レザック66,玉子,E-2,94.96,-6.19,28.15,None,黄色
16,3022300,29769,レザック66,クリーム,E-2,91.59,4.49,22.32,None,オレンジ
17,3022300,225649,レザック66,ミルク,E-2,92.81,1.96,13.91,None,ナチュラル
18,3022300,225474,レザック66,桜,E-2,88.86,5.68,9.42,None,ピンク
19,3022300,225342,レザック66,うす紫,E-2,85.52,3.94,-1.01,None,紫
20,3022300,225318,レザック66,うすあい,E-2,82.65,-0.88,-0.36,None,グレー
21,3022300,225631,レザック66,みずいろ,E-2,85.26,-6.35,-1.44,None,青
22,3022300,225284,レザック66,あさぎ,E-2,87.05,-10.11,1.6,None,青
23,3022300,225334,レザック66,うす緑,E-2,87.25,-9.92,11.26,None,緑
24,3022300,29777,レザック66,象牙,E-2,81.26,2.36,25.3,None,黄色
25,3022300,225367,レザック66,オークル,E-2,75.73,13.34,31.19,None,オレンジ
26,3022300,225581,レザック66,ベージュ,E-2,76.77,10.93,14.96,None,茶
27,3022300,29793,レザック66,桃,E-2,74.13,13.32,4.98,None,ピンク
28,3022300,225557,レザック66,ピンク,E-2,71.6,16.71,-5,None,紫
29,3022300,225516,レザック66,すみれ,E-2,68.72,7.09,-9.26,None,紫
30,3022300,136515,レザック66,藤,E-2,65.6,-2.27,-19.12,None,青
31,3022300,29801,レザック66,青鼠,E-2,65.97,-4.52,-11.22,None,青
32,3022300,225490,レザック66,スカイ,E-2,76.96,-18.37,-7.53,None,青
33,3022300,225656,レザック66,ミント,E-2,74.09,-16.19,9.55,None,緑
34,3022300,225292,レザック66,アボガド,E-2,74,-16.21,9.58,None,緑
35,3022300,225375,レザック66,からし,E-2,74.22,3.1,35.52,None,黄色
36,3022300,225714,レザック66,レモン,E-2,92.83,-11.97,58.89,None,黄色
37,3022300,136473,レザック66,黄色,E-2,84.32,5.93,62.21,None,黄色
38,3022300,29850,レザック66,橙,E-2,56.87,32.71,43.05,None,オレンジ
39,3022300,225276,レザック66,赤,E-2,47.19,48.57,29.82,None,赤
40,3022300,225664,レザック66,紫,E-2,51.9,12.69,-15.8,None,紫
41,3022300,225623,レザック66,マリン,E-2,55.65,-10.67,-28.19,None,青
42,3022300,29827,レザック66,青竹,E-2,64,-32.56,-17.71,None,青
43,3022300,225409,レザック66,グリーン,E-2,57.7,-39.96,13.4,None,緑
44,3022300,225680,レザック66,ライトグリーン,E-2,75.98,-33.79,42.14,None,緑
45,3022300,225383,レザック66,金茶,E-2,64.45,18.4,55.52,None,オレンジ
46,3022300,29785,レザック66,茶,E-2,61.7,16,36.82,None,茶
47,3022300,225599,レザック66,べに,E-2,40.79,41,14.43,None,赤
48,3022300,225573,レザック66,ぼたん,E-2,42.2,33.51,-3,None,紫
49,3022300,29835,レザック66,紺,E-2,43.35,2.91,-29.03,None,青
50,3022300,29843,レザック66,オリーブ,E-2,50.1,-4.69,26.31,None,緑
1,3714100,559385,クラシッククレストST-FS,雪,E-3,98.12,2.61,-11.95,None,高白色
2,3714100,559401,クラシッククレストST-FS,ナチュラルN,E-3,96.41,-0.5,9.25,None,白
3,3714100,559435,クラシッククレストST-FS,ブラック,E-3,25.33,-1.14,-1.61,None,黒
4,3714100,559419,クラシッククレストST-FS,ブルー,E-3,29.31,-1.07,-12.61,None,青
5,3713000,536417,クラシックリネン-FS,雪,E-3,98.22,2.57,-11.78,None,高白色
6,,536508,クラシックリネン-FS,白,E-3,96.61,2.09,-13.93,None,高白色
7,3713000,536391,クラシックリネン-FS,純白,E-3,97.86,1.89,-4.23,None,高白色
8,3713000,536524,クラシックリネン-FS,ナチュラル,E-3,93.75,1.4,3.79,None,白
9,3713000,536367,クラシックリネン-FS,ブラック,E-3,25.46,-0.76,-1.57,None,黒
10,3713000,536383,クラシックリネン-FS,レッド,E-3,40.63,48.28,22.27,None,赤
11,3713000,559542,クラシックリネン-FS,ブルー,E-3,28.95,-1.11,-12.55,None,青
12,3713000,536482,クラシックリネン-FS,ダークグレー,E-3,43.19,-1.32,-0.3,None,グレー
13,3713000,535500,クラシックリネン-FS,ワイン,E-3,33.16,23.1,3.36,None,茶
1,3003000,671354,FAVINI TOKYO（ファヴィーニ トーキョー）,WHITE（ホワイト）,E-3_新製品,97.45,0.48,-2.27,None,高白色
2,3003000,671362,FAVINI TOKYO（ファヴィーニ トーキョー）,IVORY（アイボリー）,E-3_新製品,94.2,-0.5,10.81,None,ナチュラル
3,3003000,671370,FAVINI TOKYO（ファヴィーニ トーキョー）,LIGHT GREY（ライトグレー）,E-3_新製品,72.19,-1.1,4.62,None,グレー
4,3003000,671388,FAVINI TOKYO（ファヴィーニ トーキョー）,DARK GREY（ダークグレー）,E-3_新製品,50.05,-1.14,1.85,None,グレー
5,3003000,671412,FAVINI TOKYO（ファヴィーニ トーキョー）,BLACK（ブラック）,E-3_新製品,28.81,-0.22,-1.29,None,黒
6,3003000,671404,FAVINI TOKYO（ファヴィーニ トーキョー）,INDIGO（インディゴ）,E-3_新製品,38.82,-5.04,-15.73,None,青
7,3003000,671396,FAVINI TOKYO（ファヴィーニ トーキョー）,RUST（ラスト）,E-3_新製品,44.87,23.43,21.23,None,茶
1,3105000,333732,ビルカラー,雪,E-4,95.96,2.53,-1.26,None,高白色
2,3105000,44628,ビルカラー,白,E-4,93.58,1.72,16.93,None,ナチュラル
3,3105000,44636,ビルカラー,うすクリーム,E-4,91.33,4.22,23.86,None,オレンジ
4,3105000,44693,ビルカラー,うす鼠,E-4,72.3,4.56,6.98,None,茶
5,3105000,44826,ビルカラー,黒,E-4,29.03,-0.55,1.25,None,黒
6,,44784,ビルカラー,桃,E-4,70.92,18.17,6.2,None,ピンク
